InvestigationID,ClaimID,Investigator,InvestigationStatus,FraudType,FraudConfirmed
FRD602733,CLM965680,P. Acharya (SIU),Closed,Identity Theft,Not Confirmed
FRD602734,CLM965691,P. Acharya (SIU),Closed,False Death Claim,Confirmed
FRD602735,CLM965702,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD602736,CLM965729,R. Menon (SIU),Closed,Provider Collusion,Not Confirmed
FRD602737,CLM965758,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD602738,CLM965805,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602739,CLM965863,S. Bhalla (SIU),Closed,Identity Theft,Not Confirmed
FRD602740,CLM965871,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD602741,CLM965898,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD602742,CLM965949,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD602743,CLM965952,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602744,CLM965958,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602745,CLM965963,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD602746,CLM965977,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD602747,CLM965980,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD602748,CLM965992,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD602749,CLM966018,S. Bhalla (SIU),Closed,Identity Theft,Confirmed
FRD602750,CLM966057,P. Acharya (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602751,CLM966118,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602752,CLM966153,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602753,CLM966159,A. Verma (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602754,CLM966164,N. Kohli (SIU),Closed,Identity Theft,Confirmed
FRD602755,CLM966187,M. Srinivasan (SIU),Closed,Identity Theft,Not Confirmed
FRD602756,CLM966198,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD602757,CLM966214,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD602758,CLM966243,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD602759,CLM966251,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD602760,CLM966323,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD602761,CLM966349,P. Acharya (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602762,CLM966396,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD602763,CLM966409,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602764,CLM966465,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD602765,CLM966511,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD602766,CLM966524,M. Srinivasan (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602767,CLM966528,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602768,CLM966557,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD602769,CLM966627,R. Menon (SIU),Closed,Provider Collusion,Not Confirmed
FRD602770,CLM966676,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD602771,CLM966683,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD602772,CLM966690,K. Joseph (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602773,CLM966714,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602774,CLM966745,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD602775,CLM966752,M. Srinivasan (SIU),Closed,Staged Accident,Confirmed
FRD602776,CLM966768,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD602777,CLM966788,K. Joseph (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602778,CLM966840,N. Kohli (SIU),Ongoing,Provider Collusion,Under Review
FRD602779,CLM966920,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD602780,CLM966923,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602781,CLM966934,M. Srinivasan (SIU),Ongoing,Provider Collusion,Under Review
FRD602782,CLM966942,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD602783,CLM966953,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602784,CLM966962,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602785,CLM966968,D. Pillai (SIU),Closed,Provider Collusion,Confirmed
FRD602786,CLM966989,R. Menon (SIU),Closed,Fictitious Policy,Confirmed
FRD602787,CLM967005,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD602788,CLM967040,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD602789,CLM967043,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602790,CLM967054,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602791,CLM967069,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602792,CLM967080,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602793,CLM967087,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602794,CLM967106,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD602795,CLM967112,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD602796,CLM967114,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602797,CLM967129,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602798,CLM967151,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD602799,CLM967201,D. Pillai (SIU),Closed,Identity Theft,Confirmed
FRD602800,CLM967209,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD602801,CLM967228,D. Pillai (SIU),Closed,Staged Accident,Not Confirmed
FRD602802,CLM967249,S. Bhalla (SIU),Closed,False Death Claim,Confirmed
FRD602803,CLM967253,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602804,CLM967254,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602805,CLM967271,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD602806,CLM967395,R. Menon (SIU),Closed,Provider Collusion,Confirmed
FRD602807,CLM967421,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602808,CLM967422,M. Srinivasan (SIU),Closed,False Death Claim,Not Confirmed
FRD602809,CLM967426,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD602810,CLM967449,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD602811,CLM967480,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602812,CLM967496,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD602813,CLM967559,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD602814,CLM967563,S. Bhalla (SIU),Closed,Staged Accident,Not Confirmed
FRD602815,CLM967604,S. Bhalla (SIU),Closed,Identity Theft,Not Confirmed
FRD602816,CLM967644,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD602817,CLM967665,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602818,CLM967667,K. Joseph (SIU),Ongoing,Fictitious Policy,Under Review
FRD602819,CLM967806,K. Joseph (SIU),Closed,Provider Collusion,Not Confirmed
FRD602820,CLM967839,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD602821,CLM967854,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602822,CLM967872,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602823,CLM967901,A. Verma (SIU),Closed,Fictitious Policy,Confirmed
FRD602824,CLM967953,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD602825,CLM968055,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD602826,CLM968073,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD602827,CLM968120,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602828,CLM968174,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD602829,CLM968203,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602830,CLM968232,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602831,CLM968247,M. Srinivasan (SIU),Ongoing,Fictitious Policy,Under Review
FRD602832,CLM968281,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602833,CLM968299,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602834,CLM968311,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602835,CLM968334,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD602836,CLM968379,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602837,CLM968422,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD602838,CLM968473,P. Acharya (SIU),Closed,Staged Accident,Not Confirmed
FRD602839,CLM968506,M. Srinivasan (SIU),Closed,Provider Collusion,Confirmed
FRD602840,CLM968527,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD602841,CLM968570,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602842,CLM968609,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD602843,CLM968623,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602844,CLM968637,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602845,CLM968645,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD602846,CLM968719,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602847,CLM968722,P. Acharya (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602848,CLM968730,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD602849,CLM968755,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD602850,CLM968777,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD602851,CLM968779,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602852,CLM968830,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602853,CLM968852,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602854,CLM968865,D. Pillai (SIU),Closed,Fictitious Policy,Confirmed
FRD602855,CLM968917,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD602856,CLM968945,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD602857,CLM968982,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD602858,CLM968989,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD602859,CLM968996,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD602860,CLM969038,P. Acharya (SIU),Closed,Provider Collusion,Confirmed
FRD602861,CLM969069,A. Verma (SIU),Closed,Provider Collusion,Confirmed
FRD602862,CLM969100,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD602863,CLM969148,K. Joseph (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602864,CLM969162,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602865,CLM969164,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602866,CLM969175,N. Kohli (SIU),Ongoing,Provider Collusion,Under Review
FRD602867,CLM969241,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD602868,CLM969247,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602869,CLM969264,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD602870,CLM969325,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602871,CLM969336,N. Kohli (SIU),Closed,Provider Collusion,Not Confirmed
FRD602872,CLM969376,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD602873,CLM969392,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD602874,CLM969436,P. Acharya (SIU),Closed,False Death Claim,Confirmed
FRD602875,CLM969439,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602876,CLM969462,S. Bhalla (SIU),Closed,Provider Collusion,Confirmed
FRD602877,CLM969464,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602878,CLM969465,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602879,CLM969474,A. Verma (SIU),Closed,False Death Claim,Confirmed
FRD602880,CLM969479,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD602881,CLM969482,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602882,CLM969518,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD602883,CLM969562,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602884,CLM969569,R. Menon (SIU),Closed,Fictitious Policy,Confirmed
FRD602885,CLM969587,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD602886,CLM969747,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602887,CLM969796,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602888,CLM969936,S. Bhalla (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602889,CLM969946,N. Kohli (SIU),Ongoing,Fictitious Policy,Under Review
FRD602890,CLM969979,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD602891,CLM970012,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602892,CLM970019,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602893,CLM970025,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602894,CLM970047,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602895,CLM970093,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD602896,CLM970097,N. Kohli (SIU),Ongoing,False Death Claim,Under Review
FRD602897,CLM970151,D. Pillai (SIU),Closed,Identity Theft,Confirmed
FRD602898,CLM970162,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD602899,CLM970168,D. Pillai (SIU),Ongoing,Provider Collusion,Under Review
FRD602900,CLM970199,R. Menon (SIU),Closed,Identity Theft,Not Confirmed
FRD602901,CLM970210,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602902,CLM970217,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD602903,CLM970281,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602904,CLM970300,A. Verma (SIU),Closed,False Death Claim,Not Confirmed
FRD602905,CLM970338,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD602906,CLM970352,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602907,CLM970375,A. Verma (SIU),Closed,Staged Accident,Confirmed
FRD602908,CLM970383,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD602909,CLM970394,M. Srinivasan (SIU),Closed,Identity Theft,Not Confirmed
FRD602910,CLM970415,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD602911,CLM970440,N. Kohli (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602912,CLM970457,R. Menon (SIU),Ongoing,Provider Collusion,Under Review
FRD602913,CLM970573,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602914,CLM970620,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD602915,CLM970658,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD602916,CLM970673,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602917,CLM970863,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602918,CLM970903,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602919,CLM970921,K. Joseph (SIU),Closed,Provider Collusion,Confirmed
FRD602920,CLM970926,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602921,CLM970959,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD602922,CLM970989,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602923,CLM971098,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD602924,CLM971103,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602925,CLM971125,P. Acharya (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD602926,CLM971159,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602927,CLM971163,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD602928,CLM971197,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD602929,CLM971210,K. Joseph (SIU),Closed,Provider Collusion,Not Confirmed
FRD602930,CLM971212,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602931,CLM971240,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD602932,CLM971279,N. Kohli (SIU),Ongoing,Fictitious Policy,Under Review
FRD602933,CLM971281,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602934,CLM971284,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD602935,CLM971289,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602936,CLM971293,N. Kohli (SIU),Closed,Identity Theft,Not Confirmed
FRD602937,CLM971304,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602938,CLM971338,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602939,CLM971339,R. Menon (SIU),Closed,False Death Claim,Confirmed
FRD602940,CLM971395,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602941,CLM971396,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD602942,CLM971431,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD602943,CLM971446,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD602944,CLM971526,D. Pillai (SIU),Closed,False Death Claim,Confirmed
FRD602945,CLM971530,D. Pillai (SIU),Closed,Staged Accident,Not Confirmed
FRD602946,CLM971556,D. Pillai (SIU),Closed,Provider Collusion,Confirmed
FRD602947,CLM971563,P. Acharya (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602948,CLM971579,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602949,CLM971639,R. Menon (SIU),Closed,False Death Claim,Not Confirmed
FRD602950,CLM971660,S. Bhalla (SIU),Ongoing,Provider Collusion,Under Review
FRD602951,CLM971712,M. Srinivasan (SIU),Closed,Fictitious Policy,Not Confirmed
FRD602952,CLM971727,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD602953,CLM971745,M. Srinivasan (SIU),Closed,Provider Collusion,Not Confirmed
FRD602954,CLM971789,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD602955,CLM971845,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602956,CLM971856,P. Acharya (SIU),Closed,Provider Collusion,Confirmed
FRD602957,CLM971865,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602958,CLM971886,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602959,CLM971895,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602960,CLM971921,D. Pillai (SIU),Closed,Fake Documents,Not Confirmed
FRD602961,CLM971928,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602962,CLM971951,D. Pillai (SIU),Closed,Identity Theft,Confirmed
FRD602963,CLM971997,K. Joseph (SIU),Closed,Fictitious Policy,Confirmed
FRD602964,CLM972060,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602965,CLM972075,R. Menon (SIU),Ongoing,Fictitious Policy,Under Review
FRD602966,CLM972102,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD602967,CLM972105,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD602968,CLM972123,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602969,CLM972141,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602970,CLM972183,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD602971,CLM972219,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD602972,CLM972226,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD602973,CLM972300,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD602974,CLM972308,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD602975,CLM972317,K. Joseph (SIU),Ongoing,Identity Theft,Under Review
FRD602976,CLM972343,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD602977,CLM972352,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD602978,CLM972460,A. Verma (SIU),Closed,Provider Collusion,Not Confirmed
FRD602979,CLM972475,S. Bhalla (SIU),Closed,Identity Theft,Confirmed
FRD602980,CLM972612,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD602981,CLM972649,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD602982,CLM972652,A. Verma (SIU),Closed,Staged Accident,Confirmed
FRD602983,CLM972666,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD602984,CLM972687,K. Joseph (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD602985,CLM972690,P. Acharya (SIU),Ongoing,False Death Claim,Under Review
FRD602986,CLM972765,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD602987,CLM972774,A. Verma (SIU),Closed,Staged Accident,Confirmed
FRD602988,CLM972782,P. Acharya (SIU),Ongoing,Provider Collusion,Under Review
FRD602989,CLM972805,P. Acharya (SIU),Ongoing,Fictitious Policy,Under Review
FRD602990,CLM972812,N. Kohli (SIU),Ongoing,Provider Collusion,Under Review
FRD602991,CLM972891,D. Pillai (SIU),Closed,Fictitious Policy,Confirmed
FRD602992,CLM972908,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD602993,CLM973096,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD602994,CLM973122,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602995,CLM973126,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD602996,CLM973185,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD602997,CLM973194,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD602998,CLM973219,S. Bhalla (SIU),Closed,Staged Accident,Not Confirmed
FRD602999,CLM973232,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603000,CLM973237,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603001,CLM973250,D. Pillai (SIU),Closed,Fictitious Policy,Confirmed
FRD603002,CLM973300,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD603003,CLM973329,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603004,CLM973345,S. Bhalla (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603005,CLM973379,A. Verma (SIU),Closed,Fictitious Policy,Confirmed
FRD603006,CLM973382,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603007,CLM973386,R. Menon (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603008,CLM973425,K. Joseph (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603009,CLM973471,M. Srinivasan (SIU),Closed,Staged Accident,Not Confirmed
FRD603010,CLM973473,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD603011,CLM973489,K. Joseph (SIU),Closed,Provider Collusion,Confirmed
FRD603012,CLM973521,A. Verma (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603013,CLM973554,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603014,CLM973562,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD603015,CLM973615,A. Verma (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603016,CLM973618,D. Pillai (SIU),Closed,Fake Documents,Not Confirmed
FRD603017,CLM973630,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD603018,CLM973666,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD603019,CLM973713,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603020,CLM973734,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD603021,CLM973764,D. Pillai (SIU),Closed,Staged Accident,Not Confirmed
FRD603022,CLM973819,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD603023,CLM973885,K. Joseph (SIU),Closed,Staged Accident,Not Confirmed
FRD603024,CLM973886,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD603025,CLM973899,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD603026,CLM973905,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603027,CLM973931,M. Srinivasan (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603028,CLM973933,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603029,CLM973948,R. Menon (SIU),Closed,Fictitious Policy,Confirmed
FRD603030,CLM973957,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603031,CLM973987,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603032,CLM973989,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603033,CLM974004,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD603034,CLM974008,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603035,CLM974148,N. Kohli (SIU),Closed,Identity Theft,Not Confirmed
FRD603036,CLM974203,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD603037,CLM974211,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603038,CLM974219,N. Kohli (SIU),Closed,False Death Claim,Not Confirmed
FRD603039,CLM974220,P. Acharya (SIU),Closed,Fictitious Policy,Confirmed
FRD603040,CLM974322,P. Acharya (SIU),Closed,Provider Collusion,Confirmed
FRD603041,CLM974364,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603042,CLM974390,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD603043,CLM974439,D. Pillai (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603044,CLM974489,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD603045,CLM974495,A. Verma (SIU),Closed,Fictitious Policy,Not Confirmed
FRD603046,CLM974506,M. Srinivasan (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD603047,CLM974536,A. Verma (SIU),Closed,Provider Collusion,Confirmed
FRD603048,CLM974558,M. Srinivasan (SIU),Ongoing,Staged Accident,Under Review
FRD603049,CLM974618,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD603050,CLM974623,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD603051,CLM974644,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD603052,CLM974648,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD603053,CLM974654,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD603054,CLM974657,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD603055,CLM974660,N. Kohli (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD603056,CLM974672,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
